SUID,AverageShortestPathLength,Betweenness,BetweennessCentrality,Closeness,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Eigenvector,Information,IsSingleNode,LAC,name,NeighborhoodConnectivity,Network,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,Subgragh,TopologicalCoefficient
241,2.92369478,345.5823658,0.00559629,0.084341288,0.34203297,0.33333333,7,6,0.028502058,3.161411047,FALSE,2,LGALS3,24,2.416666667,7,0,0,0.78625614,FALSE,0,LGALS3,2518,3.26E+07,0.26666667
257,3.93574297,985.5386968,0.01595962,0.077922078,0.25408163,0.23809524,7,7,4.96E-04,3.161411047,FALSE,1.428571429,APRT,4.28571429,2.25,7,0,0,0.67380634,FALSE,0,APRT,7276,9887.545898,0.25714286
301,3.12851406,1071.276751,0.01734805,0.082958199,0.31964056,0.23809524,7,6,0.01909503,3.161411047,FALSE,1.428571429,CYP19A1,15.28571429,2.5,7,0,0,0.76349844,FALSE,0,CYP19A1,10846,1.46E+07,0.29395604
382,2.98795181,315.3194217,0.00510622,0.083902439,0.33467742,0.33333333,7,6,0.026933771,3.161411047,FALSE,2,TGFBR1,22.71428571,3.333333333,7,0,0,0.77911647,FALSE,0,TGFBR1,4018,2.91E+07,0.27865961
384,2.82730924,22.84527187,3.70E-04,0.085008237,0.35369318,0.61904762,7,6,0.039534468,3.161411047,FALSE,3.714285714,BRAF,32,4.333333333,7,0,0,0.79696564,FALSE,0,BRAF,268,6.27E+07,0.34408602
459,2.9437751,256.1203195,0.00414756,0.084203655,0.33969986,0.38095238,7,6,0.029289233,3.161411047,FALSE,2.285714286,CCL5,23.42857143,2.833333333,7,0,0,0.78402499,FALSE,0,CCL5,2670,3.44E+07,0.28397213
634,3.75100402,1239.208721,0.02006751,0.079019908,0.26659529,0.04761905,7,7,6.91E-04,3.161411047,FALSE,0.285714286,DRD2,3.14285714,1.166666667,7,0,0,0.69433289,FALSE,0,DRD2,6492,19130.10547,0.18681319
938,3.18473896,578.6993725,0.00937135,0.082586428,0.31399748,0.14285714,7,6,0.009298269,3.161411047,FALSE,0.857142857,SIRT3,13,1,7,0,0,0.75725123,FALSE,0,SIRT3,6978,3467218.75,0.25364431
137,2.94779116,81.53555704,0.00132037,0.084176183,0.33923706,0.33333333,6,6,0.018296309,2.993710041,FALSE,1.666666667,NR3C2,20.33333333,2.133333333,6,0,0,0.78357876,FALSE,0,NR3C2,808,1.34E+07,0.26406926
158,3.38955823,342.0940191,0.0055398,0.081259843,0.2950237,0.6,6,6,0.003392595,2.993710041,FALSE,3,ADH1C,9.83333333,3.866666667,6,0,0,0.73449353,FALSE,0,ADH1C,3210,461551.375,0.2979798
176,3.63052209,520.1957533,0.00842395,0.079752705,0.27544248,0.13333333,6,6,4.46E-04,2.993710041,FALSE,0.666666667,AKR1B1,4.33333333,0.983333333,6,0,0,0.70771977,FALSE,0,AKR1B1,2204,7978.79541,0.21296296
186,3.8875502,576.4314136,0.00933462,0.078205517,0.2572314,0.33333333,6,7,2.87E-04,2.993710041,FALSE,1.666666667,DHFR,5.66666667,2.45,6,0,0,0.67916109,FALSE,0,DHFR,1614,3325.496826,0.24637681
197,3.18473896,85.19331912,0.0013796,0.082586428,0.31399748,0.4,6,7,0.00488791,2.993710041,FALSE,2,TTR,10.5,3,6,0,0,0.75725123,FALSE,0,TTR,586,958006.0625,0.23484848
208,3.22891566,520.984992,0.00843673,0.082296651,0.30970149,0.4,6,7,0.006354116,2.993710041,FALSE,2,ELANE,11.66666667,2.4,6,0,0,0.7523427,FALSE,0,ELANE,3288,1618923,0.26136364
229,3.21686747,107.5571429,0.00174176,0.082375479,0.31086142,0.33333333,6,7,0.005248109,2.993710041,FALSE,1.666666667,SERPINA1,11,2,6,0,0,0.75368139,FALSE,0,SERPINA1,674,1104392.875,0.25
243,3.82730924,532.7680297,0.00862754,0.078562728,0.26128017,0.4,6,7,5.21E-04,2.993710279,FALSE,2,NT5E,6.16666667,2.65,6,0,0,0.68585453,FALSE,0,NT5E,3442,10915.75684,0.27272727
258,4.02008032,397.1922095,0.00643205,0.077430972,0.24875125,0.46666667,6,7,2.79E-04,2.993710279,FALSE,2.333333333,ATIC,6.16666667,3.166666667,6,0,0,0.66443552,FALSE,0,ATIC,1766,3137.234131,0.29365079
275,3.14457831,139.8637823,0.00226493,0.082851638,0.31800766,0.73333333,6,7,0.013600628,2.993710279,FALSE,3.666666667,EED,18.83333333,5.2,6,0,0,0.76171352,FALSE,0,EED,1850,7417763.5,0.33630952
332,3.14457831,488.892818,0.00791704,0.082851638,0.31800766,0.26666667,6,6,0.010904244,2.993710279,FALSE,1.333333333,CTSD,13,2.45,6,0,0,0.76171352,FALSE,0,CTSD,3426,4767544.5,0.23765432
420,3.18473896,79.74811711,0.00129143,0.082586428,0.31399748,0.33333333,6,7,0.010211658,2.993710279,FALSE,1.666666667,CTSG,14,2,6,0,0,0.75725123,FALSE,0,CTSG,690,4181161.75,0.25151515
559,3.19678715,2.253260403,3.65E-05,0.082507195,0.31281407,0.53333333,6,6,0.028037017,2.993710279,FALSE,2.666666667,HLA-A,20.66666667,3.2,6,0,0,0.75591254,FALSE,0,HLA-A,28,3.15E+07,0.40522876
576,3.01606426,489.2303356,0.0079225,0.083711875,0.33155792,0.33333333,6,7,0.012092749,2.993710279,FALSE,1.666666667,CTSL,15.5,2.9,6,0,0,0.77599286,FALSE,0,CTSL,3290,5863419.5,0.21004566
608,3.437751,39.47769658,6.39E-04,0.080953875,0.29088785,0.6,6,7,0.003661957,2.993710279,FALSE,3,CYP2C8,9.33333333,4.333333333,6,0,0,0.72913878,FALSE,0,CYP2C8,284,537746.9375,0.32183908
687,2.87951807,88.17272109,0.00142785,0.084645669,0.34728033,0.53333333,6,6,0.02577067,2.993710279,FALSE,2.666666667,PLAU,26.83333333,3.2,6,0,0,0.79116466,FALSE,0,PLAU,782,2.66E+07,0.30149813
846,3.47389558,141.4257608,0.00229022,0.080725907,0.28786127,0.26666667,6,7,0.001885345,2.993710279,FALSE,1.333333333,GC,6,2.033333333,6,0,0,0.72512271,FALSE,0,GC,550,142549.5313,0.25362319
884,2.99196787,258.9637982,0.00419361,0.083875163,0.33422819,0.46666667,6,6,0.026469788,2.993710279,FALSE,2.333333333,TGFBR2,26.16666667,3.6,6,0,0,0.77867024,FALSE,0,TGFBR2,3528,2.81E+07,0.31910569
906,2.98393574,154.5173839,0.00250222,0.083929733,0.33512786,0.46666667,6,6,0.015700672,2.993710279,FALSE,2.333333333,KEAP1,19.83333333,2.8,6,0,0,0.7795627,FALSE,0,KEAP1,1266,9884112,0.26576577
909,3.40963855,7.268236039,1.18E-04,0.081132075,0.29328622,0.73333333,6,6,0.00525895,2.993710279,FALSE,3.666666667,NQO1,11.16666667,4.4,6,0,0,0.73226238,FALSE,0,NQO1,44,1108998.5,0.33838384
93,2.9437751,1.362029765,2.21E-05,0.084203655,0.33969986,0.7,5,6,0.036564272,2.795957327,FALSE,2.8,NTRK3,37.8,3.5,5,0,0,0.78402499,FALSE,0,NTRK3,24,5.36E+07,0.4725
172,3.06425703,395.6977904,0.00640785,0.083387201,0.32634338,0.2,5,6,0.008549158,2.795957327,FALSE,0.8,IDE,12,2,5,0,0,0.77063811,FALSE,0,IDE,1940,2930535,0.23137255
179,3.91164659,278.1756475,0.00450472,0.07806354,0.25564682,0.3,5,6,2.57E-04,2.795957327,FALSE,1.2,TPH1,4.8,1.916666667,5,0,0,0.67648371,FALSE,0,TPH1,966,2662.528564,0.3
234,2.86746988,164.4211485,0.0026626,0.084729064,0.3487395,0.5,5,6,0.02012028,2.795957327,FALSE,2,SHBG,26.4,2.5,5,0,0,0.79250335,FALSE,0,SHBG,1040,1.62E+07,0.31807229
240,3.28514056,616.2516465,0.00997946,0.081930772,0.30440098,0.3,5,6,0.005732208,2.795957327,FALSE,1.2,ANPEP,8.8,1.5,5,0,0,0.74609549,FALSE,0,ANPEP,3674,1317494.5,0.24571429
261,4.39759036,505.8281621,0.00819128,0.07530648,0.22739726,0.5,5,7,9.51E-05,2.795957327,FALSE,2,HPRT1,5,2.5,5,0,0,0.62248996,FALSE,0,HPRT1,4566,377.2237854,0.36923077
266,3.92369478,548.0154525,0.00887446,0.077992745,0.25486182,0.3,5,7,9.51E-04,2.795957088,FALSE,1.2,PNP,6.8,1.5,5,0,0,0.67514502,FALSE,0,PNP,5214,36299.46094,0.33684211
304,3.07228916,21.78392844,3.53E-04,0.083333333,0.3254902,0.5,5,6,0.015029904,2.795957088,FALSE,2,RAN,22,2.5,5,0,0,0.76974565,FALSE,0,RAN,520,9058071,0.33333333
349,3.14859438,10.96403984,1.78E-04,0.08282504,0.31760204,0.7,5,7,0.011187573,2.795957088,FALSE,2.8,CASP7,16,3.5,5,0,0,0.76126729,FALSE,0,CASP7,118,5018549.5,0.32653061
370,3.45783133,11.55008814,1.87E-04,0.080827068,0.28919861,0.4,5,7,0.005940494,2.795957088,FALSE,1.6,BLM,11,2.25,5,0,0,0.72690763,FALSE,0,BLM,98,1415161.75,0.36666667
417,3.38554217,411.3361492,0.0066611,0.081285444,0.29537367,0.2,5,7,0.003413535,2.795957088,FALSE,0.8,CTSK,7.4,1,5,0,0,0.73493976,FALSE,0,CTSK,2120,467222.9688,0.24137931
473,3.43373494,0.833277063,1.35E-05,0.080979284,0.29122807,0.9,5,6,0.004948328,2.795957088,FALSE,3.6,KIF11,12,4.5,5,0,0,0.72958501,FALSE,0,KIF11,28,982002.8125,0.42857143
569,2.93172691,173.5285117,0.00281009,0.084286181,0.34109589,0.3,5,6,0.01456364,2.795957088,FALSE,1.2,CSNK2A1,24.6,1.5,5,0,0,0.78536368,FALSE,0,CSNK2A1,1278,8504766,0.28705882
637,3.40562249,745.6222181,0.01207446,0.081157597,0.29363208,0.1,5,7,0.003437412,2.795957088,FALSE,0.4,SLC6A3,8,0.583333333,5,0,0,0.73270861,FALSE,0,SLC6A3,4998,473775.0625,0.22424242
678,3.01204819,8.264062032,1.34E-04,0.083739046,0.332,0.8,5,6,0.021880308,2.795957088,FALSE,3.2,MMP3,27,4,5,0,0,0.77643909,FALSE,0,MMP3,116,1.92E+07,0.35064935
757,2.98393574,516.4648747,0.00836353,0.083929733,0.33512786,0.3,5,6,0.013858124,2.795957088,FALSE,1.2,ESRRA,17.6,1.5,5,0,0,0.7795627,FALSE,0,ESRRA,2772,7700512,0.29152542
771,2.97188755,8.639049581,1.40E-04,0.084011723,0.33648649,0.4,5,6,0.017159145,2.795957088,FALSE,1.6,KLF5,23.4,2,5,0,0,0.78090138,FALSE,0,KLF5,106,1.18E+07,0.33142857
121,3.34136546,981.3333333,0.01589152,0.081568132,0.29927885,0.33333333,4,6,0.003598685,2.559278011,FALSE,1,HMGCR,11.25,2.166666667,4,0,0,0.73984828,FALSE,0,HMGCR,5424,519338.6563,0.32142857
146,4.01204819,116.1322551,0.00188062,0.077477477,0.24924925,0.5,4,7,3.24E-04,2.559278011,FALSE,1.5,ALDH2,6.5,2,4,0,0,0.66532798,FALSE,0,ALDH2,450,4222.265137,0.41666667
167,3.2811245,652.8640943,0.01057236,0.081956798,0.30477356,0,4,6,0.006548746,2.559278011,FALSE,0,PDE4D,11,0,4,0,0,0.74654172,FALSE,0,PDE4D,5940,1719555.25,0.27027027
177,3.10040161,539.3819923,0.00873465,0.083145343,0.32253886,0.16666667,4,7,0.009016252,2.559278011,FALSE,0.5,GCK,20.25,0.666666667,4,0,0,0.76662204,FALSE,0,GCK,3064,3259801.75,0.34051724
184,3.64257028,353.2394111,0.00572029,0.079678814,0.27453142,0.33333333,4,6,6.48E-04,2.559278011,FALSE,1,PAH,6.75,1.333333333,4,0,0,0.70638108,FALSE,0,PAH,1228,16856.17188,0.32142857
199,3.28915663,166.4953938,0.00269619,0.081904762,0.3040293,0.33333333,4,7,0.003348974,2.559278011,FALSE,1,SLCO1B1,11.25,1.333333333,4,0,0,0.74564926,FALSE,0,SLCO1B1,772,449718.3125,0.31428571
201,3.15261044,708.1093553,0.01146699,0.08279846,0.31719745,0.16666667,4,7,0.004568071,2.559278011,FALSE,0.5,BCHE,14,0.666666667,4,0,0,0.76082106,FALSE,0,BCHE,3642,836709.375,0.29347826
225,3.12048193,68.10644223,0.0011029,0.083011583,0.32046332,0.33333333,4,6,0.006349674,2.559278011,FALSE,1,NR1H4,17.75,1.333333333,4,0,0,0.7643909,FALSE,0,NR1H4,286,1616734.75,0.33653846
249,3.06024096,90.43342028,0.00146446,0.083414161,0.32677165,0.5,4,6,0.010251328,2.559278011,FALSE,1.5,APEX1,21.25,2,4,0,0,0.77108434,FALSE,0,APEX1,664,4214030,0.35
293,3.21686747,32.56387252,5.27E-04,0.082375479,0.31086142,0.66666667,4,7,0.009248286,2.559278011,FALSE,2,KDM4A,19.25,2.833333333,4,0,0,0.75368139,FALSE,0,KDM4A,410,3429803.75,0.37019231
312,4.13253012,496,0.00803213,0.076785714,0.24198251,0.5,4,7,2.34E-04,2.559278011,FALSE,1.5,MTHFD1,5.5,2,4,0,0,0.6519411,FALSE,0,MTHFD1,3092,2215.546143,0.375
463,3.27309237,515.7421979,0.00835183,0.0820089,0.30552147,0.16666667,4,7,0.006864532,2.559278011,FALSE,0.5,SELP,12,0.666666667,4,0,0,0.74743418,FALSE,0,SELP,3742,1889398.75,0.30263158
618,2.95180723,200.6057448,0.00324857,0.084148728,0.33877551,0.16666667,4,6,0.010877332,2.559278011,FALSE,0.5,NR1I3,23,0.666666667,4,0,0,0.78313253,FALSE,0,NR1I3,1614,4744086.5,0.28481013
620,2.91967871,138.1179442,0.00223666,0.084368869,0.34250344,0.16666667,4,6,0.01308138,2.559278011,FALSE,0.5,NR1I2,24.75,0.666666667,4,0,0,0.78670237,FALSE,0,NR1I2,1054,6861307,0.28529412
648,3.04016064,0,0,0.083549223,0.32892999,1,4,7,0.025907224,2.559278011,FALSE,3,DUSP6,34.25,4,4,0,0,0.77331548,FALSE,0,DUSP6,0,2.69E+07,0.51119403
801,3.40963855,544.5756716,0.00881875,0.081132075,0.29328622,0.33333333,4,7,0.001979489,2.559278011,FALSE,1,HTR2C,7,1.5,4,0,0,0.73226238,FALSE,0,HTR2C,2854,157118.9531,0.30681818
813,3.02409639,7.252784353,1.17E-04,0.083657588,0.33067729,0.33333333,4,6,0.013716093,2.559278011,FALSE,1,FABP4,23.25,1.333333333,4,0,0,0.7751004,FALSE,0,FABP4,118,7543368.5,0.359375
1058,3.15261044,10.74582362,1.74E-04,0.08279846,0.31719745,0.5,4,6,0.010732098,2.559278011,FALSE,1.5,HSD11B1,19.5,2,4,0,0,0.76082106,FALSE,0,HSD11B1,50,4618446.5,0.39
1063,4.21686747,557.9222836,0.00903489,0.076308784,0.23714286,0.16666667,4,7,2.35E-04,2.559278011,FALSE,0.5,STS,2.75,1,4,0,0,0.64257028,FALSE,0,STS,3544,2215.658447,0.375
1279,2.9437751,0,0,0.084203655,0.33969986,1,4,6,0.027548719,2.559278011,FALSE,3,MAPKAPK2,38,4,4,0,0,0.78402499,FALSE,0,MAPKAPK2,0,3.04E+07,0.48101266
1399,3.30522088,888.6511865,0.01439065,0.081800888,0.30255164,0.33333333,4,6,0.004040866,2.559278011,FALSE,1,SULT2A1,12,1.333333333,4,0,0,0.74386435,FALSE,0,SULT2A1,5288,654798.6875,0.32638889
111,3.34939759,490,0.00793497,0.081516588,0.29856115,0.33333333,3,6,0.003592063,2.27092433,FALSE,0.666666667,ACADM,14,1,3,0,0,0.73895582,FALSE,0,ACADM,2710,517426.625,0.41414141
118,4.32128514,4.666666667,7.56E-05,0.075726446,0.23141264,0.33333333,3,7,1.61E-04,2.27092433,FALSE,0.666666667,ACAT1,2.66666667,1.5,3,0,0,0.63096832,FALSE,0,ACAT1,6,1047.622314,0.46666667
125,3.63052209,6.383389356,1.03E-04,0.079752705,0.27544248,0.33333333,3,6,0.001841238,2.27092433,FALSE,0.666666667,CMA1,8.33333333,1,3,0,0,0.70771977,FALSE,0,CMA1,36,135944.1563,0.47058824
169,3.29317269,24.99170263,4.05E-04,0.081878769,0.30365854,0.33333333,3,6,0.004682034,2.27092433,FALSE,0.666666667,AGXT,12,1,3,0,0,0.74520303,FALSE,0,AGXT,120,879007.1875,0.36458333
182,3.93574297,133.0485286,0.00215456,0.077922078,0.25408163,0,3,7,2.81E-04,2.27092433,FALSE,0,GLO1,7.33333333,0,3,0,0,0.67380634,FALSE,0,GLO1,480,3175.024902,0.35185185
195,3.20481928,12.70601687,2.06E-04,0.082454458,0.31203008,0,3,7,0.008747997,2.27092433,FALSE,0,SPARC,18.33333333,0,3,0,0,0.75502008,FALSE,0,SPARC,106,3068441.25,0.41269841
221,3.35341365,17.9898138,2.91E-04,0.08149084,0.29820359,0.66666667,3,7,0.002749993,2.27092433,FALSE,1.333333333,RBP4,13,2,3,0,0,0.73850959,FALSE,0,RBP4,192,303241.5625,0.41935484
238,5.09638554,536.8195856,0.00869315,0.071666667,0.19621749,0,3,8,9.16E-06,2.27092433,FALSE,0,SRM,1.66666667,0,3,0,0,0.54484605,FALSE,0,SRM,2942,6.393296719,0.33333333
371,3.53413655,0.5,8.10E-06,0.080348801,0.28295455,0.66666667,3,7,0.003701171,2.27092433,FALSE,1.333333333,TERF2,12.33333333,2,3,0,0,0.71842927,FALSE,0,TERF2,2,549349.8125,0.56060606
378,3.20080321,17.53441702,2.84E-04,0.082480818,0.31242158,0,3,7,0.01179623,2.27092433,FALSE,0,BMP7,21.66666667,0,3,0,0,0.75546631,FALSE,0,BMP7,262,5579375.5,0.40522876
600,4.05220884,76.22727809,0.00123441,0.077245509,0.24677899,0.66666667,3,7,8.30E-04,2.27092433,FALSE,1.333333333,SULT1E1,4.66666667,2,3,0,0,0.66086568,FALSE,0,SULT1E1,810,27649.42578,0.46666667
606,4.05220884,76.22727809,0.00123441,0.077245509,0.24677899,0.66666667,3,7,8.30E-04,2.27092433,FALSE,1.333333333,HSD17B1,4.66666667,2,3,0,0,0.66086568,FALSE,0,HSD17B1,810,27649.42773,0.46666667
614,3.53012048,0,0,0.080373832,0.28327645,1,3,7,0.002968111,2.27092433,FALSE,2,PTGS1,12.66666667,3,3,0,0,0.7188755,FALSE,0,PTGS1,0,353257.25,0.4691358
635,4.17269076,78.83267874,0.0012766,0.076557864,0.23965351,0.33333333,3,7,1.19E-04,2.27092433,FALSE,0.666666667,SLC6A4,5.33333333,1,3,0,0,0.6474788,FALSE,0,SLC6A4,328,577.2971191,0.45454545
639,3.18473896,755.8941314,0.0122408,0.082586428,0.31399748,0,3,6,0.006954195,2.27092433,FALSE,0,GRM5,15.66666667,0,3,0,0,0.75725123,FALSE,0,GRM5,4206,1939104.875,0.34920635
792,3.49799197,988,0.01599948,0.080574641,0.2858783,0.33333333,3,7,0.00236781,2.27092433,FALSE,0.666666667,F10,8.66666667,1,3,0,0,0.72244534,FALSE,0,F10,5868,224807.1094,0.3968254
898,3.34538153,58.65597331,9.50E-04,0.081542351,0.29891957,0.33333333,3,7,0.006057104,2.27092433,FALSE,0.666666667,OPRM1,19.33333333,1,3,0,0,0.73940205,FALSE,0,OPRM1,444,1471341.375,0.5
911,3.53815261,98.20976011,0.00159039,0.080323786,0.28263337,0.33333333,3,7,0.001786325,2.27092433,FALSE,0.666666667,SOD2,9,1,3,0,0,0.71798304,FALSE,0,SOD2,376,127964.1328,0.41269841
951,3.59437751,2.207407407,3.58E-05,0.079975201,0.27821229,0.33333333,3,7,0.002802961,2.27092433,FALSE,0.666666667,HDAC11,11,1,3,0,0,0.71173583,FALSE,0,HDAC11,14,315150.0625,0.48484848
971,3.30923695,10.99187619,1.78E-04,0.08177496,0.30218447,0.33333333,3,6,0.004905659,2.27092433,FALSE,0.666666667,NR1H2,17.66666667,1,3,0,0,0.74341812,FALSE,0,NR1H2,62,965104.5625,0.46846847
983,3.06024096,496,0.00803213,0.083414161,0.32677165,0.33333333,3,6,0.013930468,2.27092433,FALSE,0.666666667,RORA,27,1,3,0,0,0.77108434,FALSE,0,RORA,2724,7780946.5,0.42328042
997,3.27710843,14.1243904,2.29E-04,0.081982841,0.30514706,0.33333333,3,6,0.010195074,2.27092433,FALSE,0.666666667,SLC2A1,16.66666667,1,3,0,0,0.74698795,FALSE,0,SLC2A1,142,4167561,0.44144144
1191,3.55823293,3.917844951,6.34E-05,0.080198943,0.28103837,0.33333333,3,7,0.003447455,2.27092433,FALSE,0.666666667,PHF8,11,1,3,0,0,0.7157519,FALSE,0,PHF8,34,476656.625,0.41025641
1363,3.34538153,9.140148038,1.48E-04,0.081542351,0.29891957,0.33333333,3,6,0.010896969,2.27092433,FALSE,0.666666667,PSMB9,19,1.5,3,0,0,0.73940205,FALSE,0,PSMB9,66,4761142,0.46666667
1375,3.38554217,1297.43162,0.02101036,0.081285444,0.29537367,0.33333333,3,6,0.004960782,2.27092433,FALSE,0.666666667,OTC,10.66666667,1,3,0,0,0.73493976,FALSE,0,OTC,7912,986741.1875,0.41333333
112,4.3253012,2.666666667,4.32E-05,0.075704225,0.23119777,0,2,7,1.55E-04,1.911903977,FALSE,0,HADH,3,0,2,0,0,0.63052209,FALSE,0,HADH,4,965.5031128,0.5
119,4.32931727,0,0,0.075682018,0.2309833,1,2,7,1.55E-04,1.911903977,FALSE,1,FDPS,3.5,2,2,0,0,0.63007586,FALSE,0,FDPS,0,969.4498901,0.7
141,3.33333333,66.35515396,0.00107454,0.081619741,0.3,0,2,7,0.002718611,1.911903977,FALSE,0,ACHE,17,0,2,0,0,0.74074074,FALSE,0,ACHE,490,296352.0938,0.53333333
165,3.19277108,80.36101215,0.00130135,0.082533589,0.31320755,0,2,6,0.008801384,1.911903977,FALSE,0,ADRB1,24.5,0,2,0,0,0.75635877,FALSE,0,ADRB1,612,3105995.5,0.5
189,3.74698795,496,0.00803213,0.079044118,0.26688103,0,2,7,0.001168124,1.911903977,FALSE,0,FECH,6,0,2,0,0,0.69477912,FALSE,0,FECH,2280,54715.60156,0.5
263,3.40160643,329.0942437,0.00532929,0.081183134,0.29397875,0,2,6,0.003658829,1.911903977,FALSE,0,PDE4B,15.5,0,2,0,0,0.73315484,FALSE,0,PDE4B,3278,536774.4375,0.51785714
268,4.89558233,188.0028534,0.00304448,0.072676056,0.20426579,0,2,8,2.11E-05,1.911903977,FALSE,0,MTAP,5,0,2,0,0,0.56715752,FALSE,0,MTAP,712,20.66929245,0.5
299,3.43373494,0,0,0.080979284,0.29122807,1,2,7,0.005541952,1.911903977,FALSE,1,KDM4C,19.5,2,2,0,0,0.72958501,FALSE,0,KDM4C,0,1231547.375,0.609375
322,3.89959839,0,0,0.078134464,0.25643666,1,2,6,6.13E-04,1.911903977,FALSE,1,BACE1,6.5,2,2,0,0,0.6778224,FALSE,0,BACE1,0,15094.28711,0.59090909
396,3.42971888,0,0,0.08100471,0.29156909,1,2,7,0.007361325,1.911903977,FALSE,1,TLR8,21.5,2,2,0,0,0.73003124,FALSE,0,TLR8,0,2172787.75,0.63235294
416,3.46184739,84.89093147,0.00137471,0.080801754,0.28886311,0,2,7,0.002766961,1.911903977,FALSE,0,CA2,14.5,0,2,0,0,0.7264614,FALSE,0,CA2,340,306985.5,0.5
489,3.21686747,0.428571429,6.94E-06,0.082375479,0.31086142,0,2,7,0.012259824,1.911904216,FALSE,0,CD209,34,0,2,0,0,0.75368139,FALSE,0,CD209,6,6026546.5,0.62264151
580,3.95983936,0,0,0.077781128,0.2525355,1,2,7,7.84E-04,1.911904216,FALSE,1,PSAP,7,2,2,0,0,0.67112896,FALSE,0,PSAP,0,24668.0918,0.7
582,3.93172691,0,0,0.077945619,0.25434116,1,2,8,8.30E-04,1.911904216,FALSE,1,CTSS,7,2,2,0,0,0.67425257,FALSE,0,CTSS,0,27597.22266,0.7
593,4.29718876,8.666666667,1.40E-04,0.075860041,0.23271028,0,2,8,2.27E-04,1.911904216,FALSE,0,MMP13,3.5,0,2,0,0,0.63364569,FALSE,0,MMP13,12,2068.582275,0.5
641,4.15261044,0,0,0.07667162,0.24081238,1,2,8,2.73E-04,1.911904216,FALSE,1,OXTR,7,2,2,0,0,0.64970995,FALSE,0,OXTR,0,2996.851318,0.58333333
653,3.92771084,0,0,0.077969175,0.25460123,1,2,7,0.001553244,1.911904216,FALSE,1,SETD7,8.5,2,2,0,0,0.6746988,FALSE,0,SETD7,0,96777.78125,0.77272727
669,3.29317269,8.16380257,1.32E-04,0.081878769,0.30365854,0,2,7,0.008952233,1.911904216,FALSE,0,SLC5A1,24,0,2,0,0,0.74520303,FALSE,0,SLC5A1,104,3213376.5,0.52272727
676,3.24497992,13.10551663,2.12E-04,0.082191781,0.30816832,0,2,7,0.008794459,1.911904216,FALSE,0,GPBAR1,24.5,0,2,0,0,0.75055779,FALSE,0,GPBAR1,102,3101108.25,0.51086957
795,4.48594378,496,0.00803213,0.074825986,0.22291853,0,2,8,9.66E-05,1.911904216,FALSE,0,F7,2,0,2,0,0,0.61267291,FALSE,0,F7,2936,376.9047241,0.5
798,3.32931727,11.14933788,1.81E-04,0.08164557,0.30036188,0,2,7,0.004171353,1.911904216,FALSE,0,PLAT,18,0,2,0,0,0.74118697,FALSE,0,PLAT,94,697685.9375,0.5483871
860,3.74297189,18.79587975,3.04E-04,0.079068342,0.26716738,0,2,7,9.87E-04,1.911903977,FALSE,0,MC4R,7,0,2,0,0,0.69522535,FALSE,0,MC4R,78,39040.17578,0.5
1160,3.1686747,2.31497459,3.75E-05,0.082692308,0.31558935,0,2,7,0.011380189,1.911903977,FALSE,0,PPIA,31.5,0,2,0,0,0.75903614,FALSE,0,PPIA,52,5192751.5,0.53508772
1342,3.64658635,157.1776869,0.00254531,0.079654214,0.27422907,0,2,7,0.002138638,1.911903977,FALSE,0,MMP16,7,0,2,0,0,0.70593485,FALSE,0,MMP16,1030,183393.8438,0.5
1368,3.46987952,0,0,0.080751174,0.28819444,1,2,7,0.005453042,1.911903977,FALSE,1,PSMB2,15,2,2,0,0,0.72556894,FALSE,0,PSMB2,0,1192283.75,0.53571429
1387,3.31726908,0,0,0.081723155,0.30145278,1,2,6,0.006156499,1.911903977,FALSE,1,PDE5A,20,2,2,0,0,0.74252566,FALSE,0,PDE5A,0,1519746.5,0.60606061
1414,4.29718876,837.1684641,0.01355694,0.075860041,0.23271028,0,2,7,2.04E-04,1.911903977,FALSE,0,OAT,3,0,2,0,0,0.63364569,FALSE,0,OAT,5014,1668.160034,0.5
1466,3.46987952,0,0,0.080751174,0.28819444,1,2,6,0.003516498,1.911903977,FALSE,1,PPARD,21,2,2,0,0,0.72556894,FALSE,0,PPARD,0,495933.75,0.75
1540,1,2,1,0.003891051,1,0,2,1,0,1.911903977,FALSE,0,SCN9A,1,0,2,0,0,1,FALSE,0,SCN9A,2,2.178183079,0
1567,3.97991968,0,0,0.077664058,0.25126135,1,2,7,0.002180296,1.911903977,FALSE,1,TGFB2,6.5,2,2,0,0,0.66889781,FALSE,0,TGFB2,0,190608.2188,0.92857143
156,4.3815261,0,0,0.075394506,0.22823098,0,1,7,1.40E-04,1.452604175,FALSE,0,SULT1A1,7,0,1,0,0,0.62427488,FALSE,0,SULT1A1,0,787.531311,0
188,4.74297189,0,0,0.073462415,0.21083827,0,1,8,4.79E-05,1.452604175,FALSE,0,ALAD,2,0,1,0,0,0.58411423,FALSE,0,ALAD,0,93.68104553,0
191,3.39759036,0,0,0.081208687,0.29432624,0,1,7,0.002473462,1.452604175,FALSE,0,FCGRT,27,0,1,0,0,0.73360107,FALSE,0,FCGRT,0,245314.2969,0
237,6.09236948,0,0,0.067047817,0.16413975,0,1,9,3.76E-07,1.452604175,FALSE,0,AMD1,3,0,1,0,0,0.43418117,FALSE,0,AMD1,0,1.639525056,0
